Age,Department,JobRole,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,DistanceFromHome,JobSatisfaction,WorkLifeBalance,OverTime,NumCompaniesWorked,TotalWorkingYears,PerformanceRating,Education,MaritalStatus,BusinessTravel,Attrition
38,Research & Development,Research Director,6714,8,1,8,2,2,Yes,2,16,3,Master,Single,Travel_Frequently,Yes
22,Research & Development,Laboratory Technician,3667,0,0,10,3,3,Yes,1,1,3,Bachelor,Married,Non-Travel,No
43,Research & Development,Research Director,8397,12,1,4,3,3,No,1,22,4,College,Divorced,Travel_Rarely,No
58,Human Resources,Manager,7519,20,6,12,3,3,No,3,39,4,Master,Married,Travel_Rarely,No
38,Human Resources,Manager,6123,10,3,14,3,3,Yes,3,19,3,Master,Single,Travel_Rarely,No
50,Sales,Sales Representative,3151,13,0,13,3,2,Yes,2,32,3,Master,Single,Travel_Frequently,Yes
29,Research & Development,Manufacturing Director,9259,4,2,10,3,3,No,2,8,3,Master,Single,Non-Travel,No
29,Human Resources,Human Resources,4096,4,4,10,3,3,No,2,11,3,Master,Single,Travel_Rarely,No
34,Research & Development,Research Director,10803,10,6,1,4,4,No,1,12,4,Bachelor,Married,Travel_Rarely,No
56,Sales,Sales Representative,3209,16,1,10,3,3,No,2,35,3,College,Single,Travel_Rarely,Yes
30,Human Resources,Manager,7029,4,0,11,3,2,Yes,2,8,3,Doctor,Single,Travel_Rarely,Yes
48,Sales,Sales Executive,4051,16,9,11,2,2,Yes,3,30,3,Master,Divorced,Travel_Frequently,Yes
48,Sales,Sales Representative,4198,17,0,2,4,4,No,1,30,4,College,Married,Non-Travel,No
47,Sales,Manager,7607,13,12,10,3,3,No,1,25,4,Bachelor,Married,Travel_Rarely,No
52,Sales,Manager,9756,17,4,1,4,4,No,1,33,4,Bachelor,Married,Travel_Frequently,No
27,Sales,Sales Representative,3386,4,1,9,3,3,No,2,6,4,Master,Married,Travel_Rarely,No
38,Human Resources,Human Resources,3282,7,7,14,2,3,Yes,3,16,3,Master,Married,Travel_Frequently,Yes
49,Research & Development,Research Director,8101,15,10,8,3,3,No,3,31,3,College,Married,Travel_Rarely,No
57,Research & Development,Manufacturing Director,8414,18,11,9,3,3,No,2,36,4,Master,Divorced,Non-Travel,No
40,Research & Development,Laboratory Technician,4354,10,8,7,4,3,No,2,21,3,Doctor,Divorced,Travel_Frequently,No
58,Research & Development,Laboratory Technician,3634,18,12,4,4,4,No,2,39,3,Bachelor,Married,Travel_Rarely,No
34,Sales,Manager,8141,9,0,9,4,3,No,2,16,3,College,Married,Travel_Rarely,No
42,Research & Development,Research Director,7844,12,0,10,3,3,Yes,4,23,3,Master,Single,Travel_Rarely,No
57,Sales,Sales Representative,3151,17,2,11,3,3,No,3,36,4,Bachelor,Single,Travel_Rarely,No
35,Research & Development,Research Director,8097,7,4,11,3,2,Yes,3,16,3,Master,Single,Travel_Frequently,No
23,Human Resources,Manager,8077,1,1,7,4,3,No,2,1,4,Below College,Married,Travel_Rarely,No
35,Research & Development,Research Scientist,4358,8,8,20,2,3,Yes,2,16,3,Bachelor,Married,Travel_Frequently,Yes
57,Sales,Sales Executive,4830,19,10,10,3,3,No,1,36,3,Bachelor,Married,Travel_Rarely,No
43,Sales,Sales Representative,3546,10,8,12,3,4,No,1,24,4,Bachelor,Divorced,Non-Travel,No
48,Human Resources,Manager,6974,13,5,10,3,2,No,1,27,3,Bachelor,Divorced,Travel_Rarely,No
59,Research & Development,Research Director,9190,21,1,11,3,2,No,1,38,4,Master,Single,Travel_Frequently,No
39,Research & Development,Manufacturing Director,7868,8,4,10,2,3,Yes,3,17,3,Bachelor,Single,Travel_Rarely,No
30,Sales,Sales Executive,3538,4,3,13,2,3,Yes,3,11,3,College,Married,Travel_Frequently,Yes
60,Sales,Manager,7169,19,0,11,2,2,No,2,38,3,Bachelor,Single,Travel_Rarely,No
59,Sales,Manager,6493,14,13,13,2,2,Yes,2,38,3,Bachelor,Single,Travel_Frequently,No
35,Research & Development,Manufacturing Director,10784,8,3,6,4,4,No,3,16,3,Doctor,Single,Travel_Rarely,No
29,Human Resources,Manager,7711,4,4,6,3,4,No,2,11,4,Master,Single,Travel_Rarely,No
30,Human Resources,Manager,8035,5,1,12,3,2,No,2,9,3,Bachelor,Single,Travel_Rarely,No
46,Research & Development,Manufacturing Director,7404,14,4,11,3,3,No,2,28,3,Master,Married,Travel_Rarely,No
34,Human Resources,Manager,6336,5,0,20,3,3,No,2,12,3,Below College,Single,Travel_Rarely,Yes
53,Human Resources,Manager,7453,18,13,8,3,4,No,2,33,4,Master,Single,Travel_Frequently,No
40,Human Resources,Human Resources,4441,9,5,4,3,4,No,2,20,3,Doctor,Married,Travel_Frequently,No
24,Human Resources,Manager,6538,0,0,13,3,2,No,3,4,3,Below College,Single,Travel_Rarely,No
54,Research & Development,Manufacturing Director,11675,17,14,7,4,4,No,3,33,4,Doctor,Married,Travel_Rarely,No
53,Sales,Sales Representative,3196,17,3,7,2,3,No,3,31,3,Doctor,Single,Travel_Rarely,No
54,Research & Development,Manufacturing Director,8669,20,13,5,4,3,No,1,36,3,Master,Married,Travel_Rarely,No
46,Human Resources,Human Resources,3621,12,11,15,2,2,Yes,3,28,3,Bachelor,Single,Travel_Frequently,No
26,Human Resources,Human Resources,3306,2,2,15,3,2,Yes,1,7,3,College,Divorced,Travel_Frequently,Yes
31,Sales,Sales Executive,3998,7,3,15,2,2,Yes,4,10,3,Bachelor,Single,Travel_Frequently,Yes
23,Sales,Manager,8228,0,0,3,4,4,No,1,4,3,Doctor,Married,Non-Travel,No
32,Human Resources,Human Resources,5201,5,2,5,4,3,No,1,11,3,Bachelor,Married,Travel_Rarely,No
58,Human Resources,Human Resources,4424,21,4,4,4,4,No,2,40,3,Bachelor,Single,Travel_Rarely,No
43,Human Resources,Human Resources,3598,11,1,16,2,2,Yes,3,25,3,Bachelor,Married,Travel_Frequently,Yes
32,Research & Development,Manufacturing Director,7266,7,7,18,2,2,Yes,3,11,3,Bachelor,Single,Travel_Frequently,No
36,Sales,Sales Representative,3526,10,9,8,4,3,No,1,18,3,Master,Married,Non-Travel,No
59,Research & Development,Manufacturing Director,10002,19,14,8,3,3,No,1,38,3,Bachelor,Single,Travel_Rarely,No
55,Sales,Manager,7414,19,5,7,3,3,Yes,1,37,3,Doctor,Married,Travel_Rarely,No
50,Human Resources,Human Resources,4897,14,14,8,4,4,No,2,30,3,Master,Single,Travel_Frequently,No
52,Research & Development,Research Scientist,4999,19,13,16,2,2,Yes,2,34,3,Bachelor,Single,Travel_Frequently,No
33,Research & Development,Research Scientist,7273,11,5,1,4,4,No,1,15,4,Master,Married,Travel_Rarely,No
37,Research & Development,Laboratory Technician,4427,10,10,10,4,4,No,1,17,4,Bachelor,Married,Travel_Rarely,No
56,Sales,Sales Representative,3227,17,11,6,4,4,No,2,35,3,College,Single,Travel_Rarely,No
34,Human Resources,Human Resources,3373,5,2,14,2,2,Yes,2,12,3,Bachelor,Single,Travel_Frequently,Yes
27,Research & Development,Research Director,7925,0,0,8,3,2,Yes,3,6,3,Doctor,Single,Travel_Frequently,Yes
60,Sales,Sales Representative,3755,18,11,5,4,3,No,2,39,4,Master,Single,Travel_Rarely,No
38,Human Resources,Human Resources,3984,8,0,10,2,2,Yes,3,20,3,College,Single,Travel_Frequently,No
30,Research & Development,Laboratory Technician,3733,5,4,13,3,2,No,3,11,3,Master,Single,Travel_Rarely,No
27,Human Resources,Human Resources,4534,7,7,16,3,3,No,1,8,3,Master,Single,Non-Travel,No
32,Sales,Manager,8001,5,1,13,4,4,No,1,12,4,College,Single,Travel_Rarely,No
54,Sales,Sales Representative,3809,18,10,3,4,4,No,3,32,3,Bachelor,Married,Travel_Frequently,No
46,Sales,Manager,7499,15,4,7,3,3,No,1,26,4,Bachelor,Married,Travel_Rarely,No
29,Research & Development,Research Director,9393,5,0,2,4,4,No,1,7,3,Bachelor,Married,Travel_Rarely,No
28,Sales,Sales Executive,4709,4,3,8,4,4,No,1,6,3,Master,Single,Travel_Rarely,No
52,Human Resources,Human Resources,3898,13,1,16,2,2,Yes,2,31,3,Doctor,Single,Travel_Frequently,Yes
33,Human Resources,Manager,6471,6,3,15,2,2,Yes,2,14,3,Bachelor,Single,Travel_Frequently,Yes
47,Sales,Sales Representative,2843,14,0,19,2,2,Yes,5,28,3,Bachelor,Single,Travel_Frequently,Yes
52,Research & Development,Laboratory Technician,3416,17,1,13,3,3,Yes,3,33,4,Bachelor,Single,Travel_Rarely,No
49,Research & Development,Research Scientist,6326,17,2,7,4,4,No,1,30,3,Doctor,Married,Travel_Rarely,No
33,Human Resources,Manager,6031,5,5,16,4,3,No,2,12,4,Bachelor,Single,Travel_Frequently,No
43,Human Resources,Manager,7295,11,0,14,4,3,No,2,23,3,Doctor,Single,Travel_Rarely,No
33,Sales,Manager,8153,6,6,5,4,3,No,1,15,4,Master,Married,Travel_Rarely,No
43,Human Resources,Manager,6801,14,3,11,2,2,Yes,4,23,3,Master,Single,Travel_Frequently,Yes
35,Research & Development,Manufacturing Director,9739,9,6,10,3,3,No,2,17,4,Bachelor,Married,Non-Travel,No
22,Research & Development,Research Scientist,7482,4,3,4,4,4,No,1,4,3,Master,Married,Travel_Rarely,No
55,Research & Development,Research Director,8436,15,14,12,3,2,No,2,33,4,Bachelor,Single,Non-Travel,No
30,Research & Development,Manufacturing Director,8019,3,3,16,2,2,Yes,3,8,3,Below College,Single,Travel_Frequently,No
54,Human Resources,Human Resources,4154,19,1,9,3,3,No,2,34,3,Bachelor,Divorced,Non-Travel,No
40,Human Resources,Human Resources,3965,10,5,18,2,3,Yes,3,20,3,College,Single,Travel_Frequently,Yes
47,Research & Development,Research Scientist,4305,13,12,15,2,2,Yes,2,27,3,Bachelor,Married,Travel_Frequently,No
60,Sales,Sales Representative,2794,20,1,14,2,2,Yes,3,39,3,Master,Single,Travel_Frequently,Yes
34,Human Resources,Human Resources,4526,7,0,10,3,3,Yes,2,13,3,Master,Married,Non-Travel,No
54,Sales,Sales Executive,4265,19,5,12,3,3,Yes,3,35,3,Bachelor,Single,Travel_Rarely,No
49,Sales,Sales Representative,2705,13,6,10,3,3,No,1,27,3,Master,Divorced,Travel_Rarely,No
53,Sales,Sales Executive,4971,17,7,10,3,3,No,2,34,4,Bachelor,Single,Travel_Rarely,No
55,Research & Development,Manufacturing Director,6254,15,11,17,2,1,Yes,4,35,3,Master,Single,Travel_Frequently,Yes
43,Research & Development,Research Scientist,5306,10,1,9,3,3,No,3,21,4,Doctor,Married,Non-Travel,No
43,Human Resources,Human Resources,4311,11,1,1,4,4,No,1,24,3,Doctor,Single,Travel_Rarely,No
53,Sales,Sales Representative,3710,21,13,5,4,4,No,1,35,4,Bachelor,Married,Non-Travel,No
59,Sales,Manager,7293,18,11,9,4,3,No,3,37,4,Doctor,Married,Travel_Frequently,No
22,Research & Development,Research Director,9378,2,2,1,4,4,No,1,3,4,Master,Married,Travel_Frequently,No
22,Sales,Sales Representative,2932,0,0,18,2,2,Yes,4,2,3,College,Single,Travel_Frequently,Yes
56,Research & Development,Laboratory Technician,3600,17,2,10,3,3,No,3,37,4,Bachelor,Single,Travel_Frequently,No
60,Sales,Sales Executive,4730,18,12,9,3,3,No,3,40,3,Bachelor,Married,Travel_Rarely,No
23,Human Resources,Human Resources,4754,1,1,13,3,3,No,1,1,4,Below College,Married,Travel_Rarely,Yes
28,Human Resources,Manager,8857,4,3,1,4,4,No,3,6,3,Bachelor,Single,Travel_Rarely,No
28,Human Resources,Manager,6811,3,0,6,4,4,No,1,7,3,Bachelor,Married,Travel_Rarely,No
53,Human Resources,Human Resources,4326,17,11,11,2,2,No,2,34,3,Master,Married,Travel_Rarely,No
22,Sales,Sales Representative,3045,2,1,12,3,3,Yes,3,4,4,Master,Married,Non-Travel,No
39,Research & Development,Research Scientist,4926,8,2,12,4,4,No,1,19,4,Below College,Married,Travel_Rarely,No
40,Research & Development,Manufacturing Director,7892,10,7,18,1,2,Yes,3,19,3,Master,Single,Travel_Frequently,Yes
57,Sales,Sales Executive,3813,20,7,6,3,3,No,2,38,4,Bachelor,Divorced,Non-Travel,No
57,Sales,Manager,6740,18,1,9,2,3,No,3,35,4,Bachelor,Married,Non-Travel,Yes
54,Human Resources,Human Resources,3440,18,0,14,2,2,Yes,3,35,3,Doctor,Married,Travel_Frequently,Yes
56,Human Resources,Manager,6432,20,3,11,4,3,No,2,35,3,Bachelor,Divorced,Travel_Rarely,No
42,Sales,Sales Executive,4046,12,4,10,3,3,Yes,1,24,3,Bachelor,Single,Travel_Frequently,Yes
25,Research & Development,Laboratory Technician,4074,3,2,10,3,2,No,3,7,4,Below College,Married,Travel_Frequently,No
52,Sales,Manager,7861,18,5,10,4,4,No,1,31,3,Master,Married,Travel_Rarely,No
38,Human Resources,Manager,6169,9,8,12,2,2,Yes,3,16,3,Bachelor,Married,Travel_Frequently,No
26,Sales,Sales Representative,3350,3,0,6,4,3,No,3,4,4,Bachelor,Married,Travel_Rarely,No
58,Human Resources,Human Resources,3328,18,10,9,3,3,Yes,4,37,3,Bachelor,Single,Travel_Frequently,No
60,Human Resources,Manager,9933,20,13,2,4,4,No,1,40,4,Bachelor,Married,Non-Travel,No
26,Research & Development,Research Scientist,4791,2,2,15,2,3,Yes,2,4,3,Bachelor,Single,Travel_Rarely,Yes
34,Sales,Sales Representative,4237,8,3,1,4,4,No,2,13,3,College,Single,Travel_Rarely,No
22,Human Resources,Manager,6954,0,0,15,2,2,Yes,1,2,3,Master,Single,Travel_Frequently,Yes
59,Human Resources,Human Resources,4350,19,6,6,4,3,No,1,38,4,Doctor,Married,Travel_Rarely,No
38,Research & Development,Laboratory Technician,4095,10,5,9,3,3,Yes,2,19,3,College,Divorced,Travel_Rarely,No
52,Human Resources,Manager,7965,14,0,5,4,3,No,2,33,3,Master,Divorced,Travel_Frequently,No
58,Sales,Manager,8960,18,10,7,3,4,No,2,36,4,Bachelor,Single,Travel_Rarely,No
51,Sales,Sales Executive,4417,14,0,18,3,3,No,3,30,4,Bachelor,Married,Travel_Rarely,No
33,Sales,Sales Representative,2698,3,3,15,2,2,Yes,2,12,3,Bachelor,Single,Travel_Frequently,Yes
37,Sales,Sales Executive,5157,9,3,7,4,4,No,1,18,4,Bachelor,Single,Travel_Frequently,No
56,Human Resources,Manager,6968,19,7,17,3,2,Yes,1,36,3,Bachelor,Single,Travel_Frequently,Yes
26,Human Resources,Manager,8175,3,3,6,3,3,No,1,7,4,Bachelor,Single,Travel_Rarely,Yes
25,Research & Development,Research Director,7369,4,3,19,2,2,Yes,2,7,3,College,Married,Travel_Frequently,Yes
26,Sales,Sales Executive,4608,4,3,9,3,3,No,2,7,4,Bachelor,Single,Travel_Rarely,No
42,Sales,Manager,7499,10,3,14,3,3,No,2,23,4,Bachelor,Married,Travel_Frequently,No
24,Human Resources,Human Resources,4413,3,0,13,3,3,No,1,4,3,Bachelor,Married,Travel_Rarely,No
34,Sales,Sales Executive,5052,8,6,9,3,3,No,2,16,4,Bachelor,Single,Travel_Frequently,No
27,Sales,Manager,6127,4,0,15,2,2,Yes,3,7,3,Bachelor,Single,Travel_Frequently,Yes
40,Sales,Sales Representative,2544,10,7,12,2,2,Yes,4,19,3,Master,Married,Travel_Frequently,Yes
33,Research & Development,Research Director,10527,6,4,5,4,3,No,3,13,3,Master,Married,Travel_Frequently,No
35,Research & Development,Manufacturing Director,9930,9,7,12,4,2,No,1,17,3,Bachelor,Married,Travel_Rarely,No
57,Sales,Sales Representative,3184,19,2,5,4,3,No,1,38,3,Bachelor,Married,Travel_Rarely,No
58,Sales,Sales Executive,3570,17,2,14,3,3,No,3,36,4,Below College,Single,Travel_Rarely,No
60,Sales,Manager,5074,16,14,18,1,1,Yes,4,39,3,Doctor,Single,Travel_Frequently,Yes
25,Human Resources,Manager,6202,2,2,15,3,1,Yes,2,7,3,Bachelor,Divorced,Travel_Frequently,Yes
27,Human Resources,Human Resources,3046,1,1,19,2,2,Yes,3,7,3,Bachelor,Single,Travel_Frequently,Yes
26,Research & Development,Manufacturing Director,9000,0,0,13,3,3,No,2,4,3,Doctor,Married,Travel_Rarely,No
24,Human Resources,Manager,7604,2,1,7,3,3,No,1,6,4,Bachelor,Married,Travel_Rarely,No
25,Human Resources,Manager,9316,0,0,13,4,3,No,1,4,3,Bachelor,Married,Travel_Rarely,No
38,Research & Development,Manufacturing Director,10101,9,0,3,4,3,No,1,16,4,Bachelor,Married,Travel_Rarely,No
26,Research & Development,Manufacturing Director,9934,4,1,4,4,4,No,1,6,4,Bachelor,Married,Non-Travel,No
28,Human Resources,Human Resources,4150,1,1,12,3,3,No,3,6,3,Bachelor,Married,Non-Travel,No
30,Sales,Manager,7306,5,1,12,3,3,No,3,9,3,Master,Married,Travel_Rarely,No
28,Research & Development,Manufacturing Director,8379,4,4,8,3,3,No,4,10,3,College,Married,Travel_Rarely,No
46,Research & Development,Research Director,7127,14,10,14,2,2,Yes,1,24,3,Master,Single,Travel_Rarely,No
60,Research & Development,Manufacturing Director,9765,19,2,6,4,3,No,2,40,3,Bachelor,Married,Travel_Rarely,No
27,Human Resources,Manager,8051,2,1,9,4,3,No,1,5,4,Bachelor,Married,Non-Travel,No
59,Human Resources,Human Resources,3444,18,7,21,2,2,Yes,3,40,3,Bachelor,Married,Travel_Frequently,Yes
58,Sales,Sales Executive,4838,22,0,12,3,3,Yes,1,40,3,Bachelor,Single,Travel_Rarely,Yes
35,Research & Development,Research Director,10088,6,2,5,4,4,No,3,15,3,College,Married,Travel_Frequently,No
24,Research & Development,Research Director,9546,3,3,1,4,3,No,1,4,4,Below College,Married,Travel_Frequently,No
34,Research & Development,Research Director,10538,11,8,5,4,4,No,1,16,3,College,Married,Non-Travel,No
58,Sales,Sales Representative,4405,19,8,1,4,4,No,1,36,4,Master,Single,Travel_Frequently,No
53,Sales,Manager,9109,18,11,12,4,3,No,1,34,3,Bachelor,Married,Travel_Rarely,No
31,Research & Development,Research Scientist,6371,4,3,16,4,3,No,2,9,4,Master,Married,Travel_Rarely,No
50,Sales,Sales Executive,3971,15,5,5,4,4,No,2,30,3,Below College,Single,Travel_Rarely,Yes
30,Human Resources,Human Resources,4088,5,3,5,4,4,No,3,10,4,College,Married,Travel_Rarely,No
48,Research & Development,Manufacturing Director,9004,14,11,15,3,3,No,2,26,4,Bachelor,Married,Travel_Rarely,No
22,Research & Development,Laboratory Technician,3717,1,1,18,3,2,Yes,3,1,3,Below College,Single,Travel_Frequently,Yes
41,Human Resources,Human Resources,3620,10,5,14,3,3,Yes,3,21,3,Bachelor,Single,Travel_Frequently,Yes
30,Research & Development,Laboratory Technician,3424,5,0,14,2,3,Yes,4,10,3,College,Single,Travel_Frequently,Yes
49,Sales,Manager,7285,14,13,4,4,3,No,2,29,4,Master,Single,Travel_Rarely,No
54,Research & Development,Research Scientist,5558,18,11,13,3,2,Yes,2,34,3,Below College,Married,Travel_Frequently,No
59,Human Resources,Human Resources,4488,17,13,9,3,3,Yes,4,39,4,Bachelor,Married,Non-Travel,No
41,Sales,Sales Executive,4440,11,6,13,4,3,No,1,20,3,Bachelor,Single,Non-Travel,No
49,Sales,Sales Executive,4480,17,1,12,3,3,No,2,30,3,Master,Married,Travel_Frequently,No
29,Sales,Sales Representative,2994,2,2,14,2,3,Yes,2,10,3,Doctor,Married,Travel_Frequently,Yes
29,Human Resources,Human Resources,4061,7,6,8,4,3,No,2,7,3,Bachelor,Married,Travel_Rarely,No
39,Human Resources,Human Resources,3162,6,4,11,3,2,Yes,3,20,3,College,Single,Travel_Frequently,Yes
36,Research & Development,Research Director,7299,6,4,19,1,2,Yes,5,17,3,Bachelor,Single,Travel_Frequently,Yes
35,Sales,Sales Executive,4426,3,1,12,2,1,Yes,3,14,3,Bachelor,Single,Travel_Frequently,Yes
32,Sales,Sales Representative,4123,6,0,6,4,4,No,1,11,4,Bachelor,Married,Travel_Rarely,No
28,Sales,Manager,7186,3,3,9,2,2,Yes,2,6,3,Master,Single,Travel_Frequently,No
35,Human Resources,Manager,5680,8,1,14,2,3,Yes,1,16,3,Bachelor,Married,Travel_Frequently,Yes
41,Sales,Manager,9584,11,2,5,3,3,No,2,21,4,Bachelor,Married,Non-Travel,No
25,Research & Development,Laboratory Technician,3933,3,2,7,3,3,No,2,7,4,Bachelor,Single,Travel_Rarely,No
57,Human Resources,Human Resources,4461,17,9,8,3,3,No,2,35,3,Master,Single,Non-Travel,No
33,Research & Development,Research Director,9608,4,2,1,4,4,No,1,11,4,Bachelor,Single,Travel_Frequently,No
60,Research & Development,Laboratory Technician,4207,21,12,7,4,4,No,1,39,3,Bachelor,Single,Travel_Rarely,No
36,Sales,Sales Executive,5042,10,3,8,3,3,No,2,15,4,Bachelor,Single,Travel_Rarely,No
36,Human Resources,Human Resources,2570,6,2,22,1,1,Yes,3,17,3,College,Single,Travel_Frequently,Yes
52,Human Resources,Human Resources,5322,19,4,6,4,4,No,1,30,3,Bachelor,Married,Travel_Rarely,No
41,Human Resources,Manager,6800,9,1,8,3,3,Yes,3,19,3,Bachelor,Single,Travel_Rarely,No
45,Human Resources,Human Resources,4591,13,10,1,4,3,No,3,26,3,Doctor,Single,Travel_Rarely,No
25,Research & Development,Research Director,8318,3,2,9,3,3,No,2,7,3,Master,Married,Travel_Rarely,No
24,Research & Development,Research Director,9482,0,0,6,3,3,No,1,2,3,College,Married,Travel_Frequently,No
54,Human Resources,Manager,6810,18,6,13,2,2,Yes,4,35,3,Bachelor,Single,Travel_Frequently,Yes
24,Research & Development,Laboratory Technician,2876,3,0,16,2,3,Yes,1,3,3,Below College,Single,Travel_Frequently,Yes
23,Human Resources,Human Resources,3742,0,0,14,3,3,Yes,2,5,3,Bachelor,Married,Travel_Frequently,No
22,Sales,Manager,7314,1,1,4,4,3,No,3,1,4,Bachelor,Single,Non-Travel,No
52,Research & Development,Research Scientist,4151,16,12,18,3,2,Yes,1,31,3,Master,Married,Travel_Frequently,Yes
24,Human Resources,Manager,6116,3,1,7,2,2,Yes,3,6,3,Bachelor,Married,Travel_Frequently,Yes
50,Research & Development,Manufacturing Director,8555,15,10,4,4,4,No,2,29,4,Master,Married,Travel_Rarely,No
28,Research & Development,Research Director,8888,4,1,1,4,4,No,1,10,3,Master,Married,Travel_Frequently,No
30,Research & Development,Research Scientist,5355,4,4,5,3,4,No,1,11,3,Doctor,Married,Travel_Frequently,No
47,Research & Development,Laboratory Technician,3375,13,12,19,3,2,Yes,3,29,3,Master,Married,Travel_Frequently,Yes
50,Human Resources,Manager,9049,18,11,8,3,3,No,3,32,3,College,Single,Travel_Rarely,No
36,Sales,Manager,8469,10,8,4,4,4,No,1,16,4,Bachelor,Single,Travel_Rarely,No
22,Research & Development,Manufacturing Director,7815,2,1,17,3,2,Yes,3,2,3,Master,Single,Travel_Frequently,Yes
22,Sales,Sales Executive,5316,1,0,3,4,4,No,1,1,3,Bachelor,Divorced,Travel_Rarely,No
32,Research & Development,Manufacturing Director,9461,5,2,6,4,3,No,3,10,4,Bachelor,Married,Non-Travel,No
29,Research & Development,Research Director,8856,5,5,6,4,3,No,1,8,4,Bachelor,Single,Travel_Frequently,No
38,Human Resources,Human Resources,4548,7,6,8,4,4,No,1,17,3,Bachelor,Married,Travel_Frequently,No
43,Human Resources,Manager,6373,12,8,11,3,3,Yes,1,22,4,Bachelor,Single,Travel_Rarely,No
31,Human Resources,Manager,8161,5,4,7,4,4,No,1,10,3,Doctor,Married,Travel_Rarely,No
47,Research & Development,Research Director,9174,15,12,15,3,3,Yes,2,29,3,College,Married,Travel_Rarely,No
47,Research & Development,Research Scientist,4982,12,2,15,3,3,No,2,26,4,Bachelor,Divorced,Travel_Rarely,No
34,Human Resources,Human Resources,3839,8,6,13,2,2,Yes,4,14,3,Master,Single,Travel_Frequently,Yes
41,Sales,Manager,6458,8,8,16,2,3,Yes,2,21,3,Master,Married,Travel_Frequently,No
48,Human Resources,Human Resources,4178,13,8,10,2,3,Yes,2,27,3,Master,Single,Travel_Frequently,No
57,Human Resources,Human Resources,3464,21,2,17,3,2,Yes,3,39,3,Bachelor,Single,Travel_Rarely,No
38,Human Resources,Human Resources,4212,9,4,11,3,2,No,1,18,3,Bachelor,Single,Travel_Rarely,Yes
41,Research & Development,Manufacturing Director,9069,7,3,7,4,3,No,1,19,4,Master,Married,Travel_Rarely,No
41,Research & Development,Research Director,6760,8,7,21,1,2,Yes,3,23,3,Bachelor,Single,Travel_Frequently,Yes
29,Sales,Manager,7918,4,4,1,4,4,No,2,9,3,Master,Married,Travel_Rarely,No
31,Research & Development,Research Scientist,6818,7,6,2,4,4,No,1,12,4,Doctor,Married,Travel_Rarely,No
43,Sales,Sales Executive,5445,14,6,7,4,4,No,1,22,4,Master,Married,Travel_Rarely,No
43,Human Resources,Human Resources,5375,14,13,1,4,4,No,1,24,4,Bachelor,Married,Travel_Frequently,No
23,Sales,Manager,6180,0,0,11,3,2,Yes,2,4,3,Bachelor,Married,Travel_Frequently,Yes
41,Human Resources,Manager,9089,12,2,8,4,4,No,1,22,4,Master,Married,Travel_Rarely,No
50,Sales,Sales Executive,4944,16,6,16,4,4,No,3,30,3,Bachelor,Single,Travel_Rarely,No
48,Research & Development,Manufacturing Director,8292,13,2,14,3,3,Yes,4,30,4,Master,Married,Non-Travel,No
42,Sales,Sales Representative,2500,10,7,19,2,2,Yes,2,22,3,Master,Married,Travel_Frequently,Yes
36,Human Resources,Human Resources,5186,10,2,6,4,4,No,1,15,4,Bachelor,Divorced,Travel_Frequently,No
37,Sales,Manager,9043,8,4,8,4,4,No,2,19,3,Bachelor,Married,Non-Travel,No
38,Sales,Sales Representative,2933,10,6,10,4,3,No,3,19,3,College,Divorced,Travel_Frequently,No
27,Sales,Sales Representative,3072,1,0,14,3,3,No,3,7,3,Bachelor,Single,Travel_Rarely,No
25,Research & Development,Manufacturing Director,8675,0,0,16,3,3,Yes,2,6,4,College,Single,Travel_Rarely,Yes
24,Research & Development,Manufacturing Director,9403,1,1,9,3,3,No,3,2,3,Bachelor,Married,Non-Travel,No
38,Research & Development,Research Scientist,5847,10,7,8,4,4,No,1,17,3,Bachelor,Married,Travel_Rarely,No
49,Sales,Sales Representative,3274,14,7,3,4,4,No,2,27,3,Bachelor,Single,Non-Travel,No
43,Research & Development,Research Director,10553,13,3,9,4,4,No,1,21,4,College,Married,Travel_Rarely,No
43,Human Resources,Human Resources,4244,10,0,16,3,4,No,4,24,4,Doctor,Single,Travel_Rarely,Yes
58,Sales,Sales Representative,2602,14,3,18,2,1,Yes,3,37,3,Master,Married,Travel_Frequently,Yes
24,Human Resources,Manager,6956,2,2,17,2,3,No,2,5,3,Bachelor,Single,Travel_Rarely,No
53,Research & Development,Research Scientist,5667,16,13,11,4,4,No,3,32,4,Master,Married,Travel_Rarely,No
37,Research & Development,Research Director,9478,8,1,8,4,4,No,2,16,4,Doctor,Divorced,Travel_Rarely,No
35,Sales,Manager,6291,7,5,17,2,2,Yes,3,13,3,Bachelor,Married,Travel_Frequently,No
27,Research & Development,Manufacturing Director,8191,2,1,12,3,3,Yes,2,7,3,Master,Single,Non-Travel,No
37,Human Resources,Manager,6933,9,4,9,4,3,No,1,18,3,Master,Married,Non-Travel,No
55,Human Resources,Manager,7735,16,9,11,4,4,No,1,35,4,Bachelor,Divorced,Travel_Rarely,No
30,Sales,Manager,7211,6,3,14,2,3,No,3,11,3,Bachelor,Married,Travel_Rarely,No
31,Sales,Manager,6963,7,3,11,4,3,No,3,11,4,Bachelor,Married,Travel_Frequently,No
27,Research & Development,Manufacturing Director,7431,1,0,16,3,3,Yes,2,6,3,Bachelor,Single,Travel_Frequently,Yes
38,Sales,Sales Executive,4555,9,3,8,4,3,No,2,16,4,College,Married,Travel_Rarely,No
